선명,입항횟수,입항횟수.1,외내,입출,총톤수,입항일시,출항일시,계선장소,차항지,전출항지,선박용도,number,예선,도선
STOLT INSPIRATION,2022,2,외항,입항,"24,625",2022-10-06 17:40,2022-10-09 20:35,6부두 03,NINGBO,울산,석유제품 운반선,11,Y,N
NURI CHEMIST,2022,13,외항,출항,"2,583",2022-10-06 19:20,2022-10-11 20:55,SK4부두,CAOJING,ZHAPU,석유제품 운반선,11,Y,Y
NURI CHEMIST,2022,13,외항,입항,"2,583",2022-10-06 19:20,2022-10-11 20:55,2부두 03,CAOJING,ZHAPU,석유제품 운반선,11,Y,Y
103동성호,2022,84,내항,출항,498,2022-10-06 19:30,2022-10-07 09:35,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
지르콘,2022,66,내항,출항,337,2022-10-06 22:10,2022-10-07 04:30,SK2부두 01,옥포,부산,석유제품 운반선,11,N,N
NOBLE ACE,2022,2,외항,출항,"59,515",2022-10-06 22:55,2022-10-07 11:00,자동차부두 01,BENICIA,군산,자동차운반선,20,N,N
NOBLE ACE,2022,2,외항,입항,"59,515",2022-10-06 22:55,2022-10-07 11:00,자동차부두 01,BENICIA,군산,자동차운반선,20,N,N
송양1호,2022,126,내항,입항,"1,200",2022-10-06 23:10,2022-10-07 06:35,SK2부두 01,광양,진해,석유제품 운반선,11,Y,N
송양1호,2022,126,내항,출항,"1,200",2022-10-06 23:10,2022-10-07 06:35,SK2부두 01,광양,진해,석유제품 운반선,11,Y,N
CRANE ARIEL,2022,31,외항,출항,"4,862",2022-10-06 23:10,2022-10-11 03:25,SK4부두,기타항,MIZUSHIMA,케미칼 운반선,22,N,N
GLOVIS SYMPHONY,2022,1,외항,입항,"64,546",2022-10-06 23:30,2022-10-08 21:00,자동차부두 02,마산,CRISTOBAL,자동차운반선,20,N,N
GLOVIS SYMPHONY,2022,1,외항,출항,"64,546",2022-10-06 23:30,2022-10-08 21:00,자동차부두 02,마산,CRISTOBAL,자동차운반선,20,N,N
IASONAS,2022,1,외항,출항,"62,782",2022-10-07 00:30,2022-10-20 01:40,SK8부두,TIANJIN,인천,원유운반선,18,N,N
대천에이스,2022,56,내항,출항,749,2022-10-07 01:20,2022-10-07 09:20,SK1부두 11,부산,부산,석유제품 운반선,11,N,N
MORNING CINDY,2022,3,외항,입항,"59,580",2022-10-07 02:10,2022-10-07 21:50,6부두 02,마산,평택.당진,자동차운반선,20,N,N
MORNING CINDY,2022,3,외항,출항,"59,580",2022-10-07 02:10,2022-10-07 21:50,자동차부두 01,마산,평택.당진,자동차운반선,20,Y,Y
우성,2022,90,내항,출항,"1,998",2022-10-07 04:00,2022-10-07 18:15,SK2부두 01,동해,마산,석유제품 운반선,11,Y,Y
보광티아라,2022,80,내항,출항,823,2022-10-07 05:25,2022-10-08 18:55,SK2부두 02,부산,여수,석유제품 운반선,11,N,N
GRAND HERO,2022,1,외항,입항,"59,217",2022-10-07 07:20,2022-10-07 12:00,자동차부두 03,YANTAI APT,광양,자동차운반선,20,N,N
GRAND HERO,2022,1,외항,출항,"59,217",2022-10-07 07:20,2022-10-07 12:00,자동차부두 03,YANTAI APT,광양,자동차운반선,20,Y,N
진양1호,2022,100,내항,출항,"1,995",2022-10-07 07:45,2022-10-08 05:20,SK2부두 01,부산,동해,석유제품 운반선,11,Y,N
한동20호,2022,86,내항,출항,"1,502",2022-10-07 08:00,2022-10-07 19:15,SK2부두 01,제주,제주,석유제품 운반선,11,Y,N
TAEKYUNG RHEA,2022,39,내항,입항,"1,912",2022-10-07 09:15,2022-10-08 03:50,4부두 01,여수,여수,석유제품 운반선,11,Y,N
TAEKYUNG RHEA,2022,39,내항,출항,"1,912",2022-10-07 09:15,2022-10-08 03:50,4부두 01,여천항,여수,석유제품 운반선,11,Y,N
AZUREE HANA,2022,22,외항,출항,499,2022-10-07 10:40,2022-10-07 21:25,3부두 02,KOBE,부산,케미칼 운반선,22,Y,N
BLUE KINGDOM,2022,37,외항,출항,"1,984",2022-10-07 11:45,2022-10-12 06:10,SK1부두 11,HIMEJI,YATSUSHIRO,석유제품 운반선,11,N,N
삼진2호,2022,99,내항,출항,801,2022-10-07 13:30,2022-10-11 05:00,SK2부두 01,부산,부산,기타 유조선,7,N,N
ANGEL BLUE,2022,45,외항,출항,"1,637",2022-10-07 13:55,2022-10-09 10:00,SK1부두 12,HAKATA/FUKUOKA,MIHARA,석유제품 운반선,11,N,N
MERCURY SKY,2022,1,외항,입항,"34,605",2022-10-07 14:10,2022-10-15 18:55,6부두 04,포항,인천,산물선(벌크선),10,N,N
MERCURY SKY,2022,1,외항,출항,"34,605",2022-10-07 14:10,2022-10-15 18:55,6부두 04,포항,인천,산물선(벌크선),10,N,N
STOLT BETULA,2022,3,외항,입항,"15,992",2022-10-07 15:05,2022-10-10 17:00,4부두 02,MAI-LIAO,NINGBO,석유제품 운반선,11,N,N
GLOVIS COMPANION,2022,5,외항,출항,"60,213",2022-10-07 15:40,2022-10-07 23:00,자동차부두 03,YOKOHAMA,MIZUSHIMA,자동차운반선,20,Y,N
GLOVIS COMPANION,2022,5,외항,입항,"60,213",2022-10-07 15:40,2022-10-07 23:00,자동차부두 03,YOKOHAMA,MIZUSHIMA,자동차운반선,20,Y,N
FUGRO EQUATOR,2022,4,내항,출항,"1,929",2022-10-07 17:10,2022-10-11 10:20,염포부두 03,기타항,기타항,기타선,8,Y,N
FUGRO EQUATOR,2022,4,내항,입항,"1,929",2022-10-07 17:10,2022-10-11 10:20,9부두 01,기타항,기타항,기타선,8,Y,N
KEOYOUNG MASTER,2022,20,외항,입항,"2,517",2022-10-07 18:15,2022-10-11 05:00,일반부두 07,TAICANG PT,DALIAN PT,케미칼 운반선,22,Y,Y
STOLT SUISEN,2022,5,외항,입항,"6,426",2022-10-07 21:45,2022-10-09 11:05,8부두 01,여수,부산,석유제품 운반선,11,Y,Y
STOLT SUISEN,2022,5,외항,출항,"6,426",2022-10-07 21:45,2022-10-09 11:05,8부두 01,여수,부산,석유제품 운반선,11,N,N
MS GAS,2022,47,내항,출항,998,2022-10-08 01:40,2022-10-08 11:25,3부두 02,여수,여수,LPG 운반선,2,N,N
MS GAS,2022,47,내항,입항,998,2022-10-08 01:40,2022-10-08 11:25,3부두 02,여수,여수,LPG 운반선,2,Y,Y
GOLDEN KEY HANA,2022,10,외항,출항,"2,497",2022-10-08 06:15,2022-10-08 23:45,일반부두 07,YOKKAICHI,대산,케미칼 운반선,22,Y,Y
GOLDEN KEY HANA,2022,10,내항,입항,"2,497",2022-10-08 06:15,2022-10-08 23:45,4부두 01,YOKKAICHI,대산,케미칼 운반선,22,N,N
UNION GAS,2022,42,내항,입항,999,2022-10-08 08:05,2022-10-10 13:00,가스부두,제주,제주,LPG 운반선,2,N,N
RISING SAMBU,2022,32,외항,출항,"2,691",2022-10-08 09:40,2022-10-09 01:00,3부두 02,TOKUYAMA,NINGBO,석유제품 운반선,11,N,N
RISING SAMBU,2022,32,외항,입항,"2,691",2022-10-08 09:40,2022-10-09 01:00,3부두 02,TOKUYAMA,NINGBO,석유제품 운반선,11,N,N
금성호,2022,2,내항,출항,204,2022-10-08 11:50,2022-10-08 14:35,9부두 01,부산,부산,석유제품 운반선,11,Y,N
금성호,2022,2,내항,입항,204,2022-10-08 11:50,2022-10-08 14:35,9부두 01,부산,부산,석유제품 운반선,11,Y,N
금창호,2022,93,내항,입항,999,2022-10-08 12:20,2022-10-08 18:25,SK1부두 11,부산,여수,석유제품 운반선,11,Y,Y
금창호,2022,93,내항,출항,999,2022-10-08 12:20,2022-10-08 18:25,SK1부두 11,부산,여수,석유제품 운반선,11,Y,Y
제1은희호,2022,19,내항,입항,"2,458",2022-10-08 14:55,2022-10-09 00:30,SK5부두,여천항,여천항,기타 유조선,7,N,N
제1은희호,2022,19,내항,출항,"2,458",2022-10-08 14:55,2022-10-09 00:30,SK5부두,여천항,여천항,기타 유조선,7,N,N
천진호,2022,94,내항,출항,753,2022-10-08 17:10,2022-10-09 01:40,SK2부두 01,여수,부산,석유제품 운반선,11,N,N
삼원썬,2022,94,내항,출항,999,2022-10-08 17:55,2022-10-10 21:50,SK2부두 01,마산,부산,석유제품 운반선,11,N,N
STO AZALEA,2022,9,외항,입항,"5,546",2022-10-08 20:00,2022-10-22 18:25,4부두 01,GO DAU A TERMINAL,울산,석유제품 운반선,11,N,N
선영,2022,48,내항,출항,"1,653",2022-10-08 20:10,2022-10-09 06:20,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
FORTUNE KAREN,2022,13,내항,출항,"7,699",2022-10-08 20:15,2022-10-13 08:30,SK5부두,인천,인천,케미칼 운반선,22,Y,Y
진양1호,2022,101,내항,출항,"1,995",2022-10-08 20:35,2022-10-09 13:15,SK2부두 01,평택.당진,부산,석유제품 운반선,11,Y,N
대천에이스,2022,57,내항,출항,749,2022-10-08 21:00,2022-10-09 08:35,SK2부두 01,부산,여수,석유제품 운반선,11,N,N
제3에스제이가스호,2022,15,내항,출항,"2,099",2022-10-08 21:05,2022-10-30 07:55,8부두 02,부산,여수,LPG 운반선,2,N,N
송림호,2022,84,내항,출항,756,2022-10-08 21:30,2022-10-12 17:10,6부두 04,부산,부산,석유제품 운반선,11,Y,Y
HANYU DREAM,2022,39,내항,출항,"2,114",2022-10-09 02:40,2022-10-10 12:55,SK2부두 01,부산,대산,석유제품 운반선,11,Y,Y
STOLT DISTRIBUTOR,2022,22,외항,입항,"2,700",2022-10-09 06:55,2022-10-09 20:20,염포부두 01,CAOJING,CAOJING,석유제품 운반선,11,N,N
STOLT DISTRIBUTOR,2022,22,외항,출항,"2,700",2022-10-09 06:55,2022-10-09 20:20,염포부두 01,CAOJING,CAOJING,석유제품 운반선,11,N,N
JOY CHEMIST,2022,20,외항,입항,"5,376",2022-10-09 07:00,2022-10-11 02:20,2부두 02,TAICANG,HONG KONG,케미칼 운반선,22,N,N
NEW BRIGHT,2022,11,외항,출항,"8,504",2022-10-09 07:06,2022-10-10 10:30,UTT부두,LIANYUNGANG,대산,석유제품 운반선,11,Y,N
NEW BRIGHT,2022,11,내항,입항,"8,504",2022-10-09 07:06,2022-10-10 10:30,UTT부두,대산,대산,석유제품 운반선,11,N,N
SUN VENUS,2022,37,외항,입항,"4,543",2022-10-09 07:20,2022-10-10 13:20,가스부두,MIZUSHIMA,MIZUSHIMA,석유제품 운반선,11,N,N
WEN ZHU,2022,5,외항,출항,"2,635",2022-10-09 07:45,2022-10-15 04:30,SK4부두,CHANGZHOU PT,NINGBO,석유제품 운반선,11,N,N
신흥,2022,61,내항,출항,575,2022-10-09 08:05,2022-10-09 17:10,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
CHEMWAY ARROW,2022,3,외항,입항,"25,178",2022-10-09 08:40,2022-10-12 12:25,6부두 03,CHIBA,SUBIC BAY,케미칼 운반선,22,Y,Y
CHEMWAY ARROW,2022,3,외항,출항,"25,178",2022-10-09 08:40,2022-10-12 12:25,4부두 02,통영,SUBIC BAY,케미칼 운반선,22,Y,Y
FORTE,2022,1,외항,입항,"36,653",2022-10-09 08:50,2022-10-12 16:00,염포부두 01,KITIMAT,KITIMAT,일반화물선,19,N,N
FORTE,2022,1,외항,출항,"36,653",2022-10-09 08:50,2022-10-12 16:00,염포부두 01,QINGDAO,KITIMAT,일반화물선,19,N,N
YOUNGSAN GAS,2022,34,외항,입항,999,2022-10-09 09:10,2022-10-10 02:15,SK5부두,울산,OITA,케미칼가스 운반선,23,N,N
YOUNGSAN GAS,2022,34,외항,출항,999,2022-10-09 09:10,2022-10-10 02:15,일반부두 08,울산,OITA,케미칼가스 운반선,23,N,N
송순호,2022,77,내항,입항,498,2022-10-09 09:25,2022-10-09 14:30,SK2부두 02,광양,부산,석유제품 운반선,11,N,N
MTM TORTOLA,2022,1,외항,입항,"13,122",2022-10-09 09:25,2022-10-11 13:05,4부두 02,NAOSHIMA,BATANGAS/LUZON,석유제품 운반선,11,N,N
GRACE SULPHUR,2022,6,외항,입항,"2,304",2022-10-09 09:50,2022-10-14 11:45,SK1부두 11,ZHENJIANG PT,여수,케미칼 운반선,22,N,N
MORNING GENTLY,2022,7,외항,입항,"4,301",2022-10-09 10:15,2022-10-12 00:15,3부두 02,KAOHSIUNG,KAOHSIUNG,LPG 운반선,2,N,N
PIONEER BAY,2022,1,외항,출항,"59,172",2022-10-09 10:25,2022-10-15 21:40,SK7부두,SINGAPORE,SAKAI,석유제품 운반선,11,N,N
PIONEER BAY,2022,1,외항,입항,"59,172",2022-10-09 10:25,2022-10-15 21:40,SK7부두,SINGAPORE,SAKAI,석유제품 운반선,11,N,N
ECO MARINA DEL REY,2022,3,외항,입항,"29,994",2022-10-09 10:40,2022-10-13 02:10,5부두 01,OCEAN DISTRICT,"NAGOYA, AICHI",석유제품 운반선,11,N,N
GRAND ACE6,2022,4,외항,출항,"30,048",2022-10-09 11:10,2022-10-09 22:00,SK8부두,OCEAN DISTRICT,GUAM,석유제품 운반선,11,N,N
GRAND ACE6,2022,4,외항,입항,"30,048",2022-10-09 11:10,2022-10-09 22:00,SK8부두,SINGAPORE,GUAM,석유제품 운반선,11,Y,N
JS ONSAN,2022,11,외항,출항,"4,091",2022-10-09 11:40,2022-10-12 21:10,7부두 01,NANJING,ZHAPU,석유제품 운반선,11,Y,N
GLOVIS CHALLENGE,2022,2,외항,출항,"58,465",2022-10-09 11:45,2022-10-09 16:30,자동차부두 02,TACOMA,목포,자동차운반선,20,N,N
GLOVIS CHALLENGE,2022,2,외항,입항,"58,465",2022-10-09 11:45,2022-10-09 16:30,자동차부두 02,TACOMA,목포,자동차운반선,20,N,N
봉은호,2022,54,내항,출항,314,2022-10-09 11:50,2022-10-09 17:50,SK2부두 01,마산,부산,석유제품 운반선,11,N,N
HONG KAI,2022,8,외항,입항,"4,765",2022-10-09 12:25,2022-10-09 23:40,가스부두,FUQING,FUQING,LPG 운반선,2,N,N
HONG KAI,2022,8,외항,출항,"4,765",2022-10-09 12:25,2022-10-09 23:40,가스부두,FUQING,FUQING,LPG 운반선,2,N,N
디엘 제이드,2022,40,내항,출항,"5,199",2022-10-09 13:30,2022-10-12 06:00,SK5부두,부산,인천,석유제품 운반선,11,N,N
스카이케미,2022,60,내항,입항,"1,772",2022-10-09 15:10,2022-10-10 08:45,SK1부두 12,포항신항,여천항,석유제품 운반선,11,Y,N
스카이케미,2022,60,내항,출항,"1,772",2022-10-09 15:10,2022-10-10 08:45,SK1부두 12,포항신항,여천항,석유제품 운반선,11,Y,N
EASTERN PHOENIX,2022,6,외항,입항,"3,380",2022-10-09 15:30,2022-10-10 21:15,2부두 03,LONGKOU PT,ZHANGJIAGANG,케미칼 운반선,22,Y,N
EASTERN PHOENIX,2022,6,외항,출항,"3,380",2022-10-09 15:30,2022-10-10 21:15,SK1부두 11,LONGKOU PT,ZHANGJIAGANG,케미칼 운반선,22,Y,N
MORNING PILOT,2022,3,외항,출항,"65,276",2022-10-09 16:06,2022-10-09 21:05,자동차부두 01,마산,평택.당진,자동차운반선,20,N,N
MORNING PILOT,2022,3,외항,입항,"65,276",2022-10-09 16:06,2022-10-09 21:05,자동차부두 01,마산,평택.당진,자동차운반선,20,N,N
경성,2022,88,내항,출항,"1,994",2022-10-09 18:00,2022-10-11 05:30,SK2부두 01,마산,부산,석유제품 운반선,11,N,N
WOOLIM 3,2022,30,내항,입항,"8,072",2022-10-09 18:10,2022-10-16 15:00,4부두 01,대산,대산,석유제품 운반선,11,N,N
SEONGHO PIOCE,2022,12,외항,출항,"3,586",2022-10-09 20:15,2022-10-13 22:55,SK5부두,DALIAN PT,DALIAN PT,석유제품 운반선,11,N,N
17유성호,2022,99,내항,출항,438,2022-10-09 20:50,2022-10-10 02:00,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
케이에스 아너,2022,8,내항,입항,"7,057",2022-10-09 22:05,2022-10-10 16:00,SK5부두,인천,여수,석유제품 운반선,11,Y,N
케이에스 아너,2022,8,내항,출항,"7,057",2022-10-09 22:05,2022-10-10 16:00,SK5부두,인천,여수,석유제품 운반선,11,Y,N
MORNING LILY,2022,3,외항,출항,"70,853",2022-10-09 23:05,2022-10-10 12:30,자동차부두 02,TARRAGONA,평택.당진,자동차운반선,20,N,N
MORNING LILY,2022,3,외항,입항,"70,853",2022-10-09 23:05,2022-10-10 12:30,자동차부두 02,BRISBANE,평택.당진,자동차운반선,20,N,N
LADY GAS,2022,12,외항,출항,"3,240",2022-10-10 01:25,2022-10-12 12:55,3부두 02,여수,CHIBA,LPG 운반선,2,Y,N
INFINITY SAMBU,2022,4,내항,출항,"3,494",2022-10-10 01:30,2022-10-11 18:05,UTT부두,여천항,여천항,석유제품 운반선,11,Y,N
한동20호,2022,87,내항,출항,"1,502",2022-10-10 04:10,2022-10-10 21:40,SK2부두 01,제주,제주,석유제품 운반선,11,N,N
ASIA GAS,2022,5,내항,입항,"3,478",2022-10-10 05:00,2022-10-12 04:10,일반부두 07,인천,인천,LPG 운반선,2,N,N
ASIA GAS,2022,5,내항,출항,"3,478",2022-10-10 05:00,2022-10-12 04:10,SK2부두 01,인천,인천,LPG 운반선,2,N,N
YOUNGSAN GAS,2022,35,외항,입항,999,2022-10-10 05:30,2022-10-10 22:20,일반부두 08,울산,울산,케미칼가스 운반선,23,N,N
YOUNGSAN GAS,2022,35,외항,출항,999,2022-10-10 05:30,2022-10-10 22:20,가스부두,울산,울산,케미칼가스 운반선,23,N,N
TRITON,2022,37,내항,출항,"2,041",2022-10-10 06:10,2022-10-11 13:05,일반부두 08,제주,평택.당진,석유제품 운반선,11,N,N
MS GAS,2022,48,내항,입항,998,2022-10-10 06:55,2022-10-10 17:00,3부두 02,여수,여수,LPG 운반선,2,N,N
MS GAS,2022,48,내항,출항,998,2022-10-10 06:55,2022-10-10 17:00,3부두 02,여수,여수,LPG 운반선,2,N,N
STOLT PALM,2022,2,외항,입항,"23,124",2022-10-10 07:15,2022-10-12 02:10,6부두 03,NINGBO,KOBE,석유제품 운반선,11,Y,N
SUN DAHLIA,2022,31,외항,입항,"3,595",2022-10-10 07:25,2022-10-10 19:30,가스부두,OSAKA,YOKOHAMA,석유제품 운반선,11,Y,N
SUN DAHLIA,2022,31,외항,출항,"3,595",2022-10-10 07:25,2022-10-10 19:30,가스부두,OSAKA,YOKOHAMA,석유제품 운반선,11,Y,Y
SOLAR AFRICA,2022,1,외항,입항,"32,372",2022-10-10 07:35,2022-10-19 20:10,5부두 01,SINGAPORE,TOWNSVILLE,일반화물선,19,Y,Y
SOLAR AFRICA,2022,1,외항,출항,"32,372",2022-10-10 07:35,2022-10-19 20:10,5부두 01,여수,TOWNSVILLE,일반화물선,19,Y,Y
108대양호,2022,14,내항,입항,277,2022-10-10 10:30,2022-10-10 19:20,9부두 01,기타항,기타항,압항 예선,16,Y,Y
108대양호,2022,14,내항,출항,277,2022-10-10 10:30,2022-10-10 19:20,9부두 01,기타항,기타항,압항 예선,16,N,N
삼원,2022,89,내항,출항,699,2022-10-10 11:00,2022-10-11 00:25,SK2부두 01,기타항,기타항,석유제품 운반선,11,N,N
OCEAN PIONEER,2022,5,외항,출항,"11,662",2022-10-10 11:05,2022-10-12 06:10,UTT부두,TIANJIN PT,TAICANG PT,케미칼 운반선,22,N,N
정은,2022,86,내항,출항,507,2022-10-10 11:15,2022-10-10 19:50,SK2부두 02,여수,부산,석유제품 운반선,11,N,N
부광1호,2022,98,내항,출항,995,2022-10-10 11:45,2022-10-10 16:40,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
부광1호,2022,98,내항,입항,995,2022-10-10 11:45,2022-10-10 16:40,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
TAEKYUNG RHEA,2022,40,내항,출항,"1,912",2022-10-10 12:05,2022-10-13 15:30,SK5부두,여천항,여수,석유제품 운반선,11,N,N
GOLDEN VOYAGER,2022,2,외항,출항,"29,671",2022-10-10 12:05,2022-10-11 15:50,SK8부두,BOTANY BAY,기타항,석유제품 운반선,11,N,N
GOLDEN VOYAGER,2022,2,외항,입항,"29,671",2022-10-10 12:05,2022-10-11 15:50,SK8부두,BOTANY BAY,기타항,석유제품 운반선,11,N,N
TAKIS,2022,5,외항,입항,"7,064",2022-10-10 13:40,2022-10-11 12:30,3부두 02,"BATAAN, MARIVELES","BATAAN, MARIVELES",석유제품 운반선,11,N,N
GOLDEN BELLE HANA,2022,32,외항,입항,"3,910",2022-10-10 14:50,2022-10-12 03:50,8부두 01,"NAGOYA, OITA",ZHAPU PT,석유제품 운반선,11,Y,N
BELIEF GAS,2022,19,내항,출항,"3,203",2022-10-10 18:10,2022-10-11 15:30,3부두 02,여수,대산,LPG 운반선,2,Y,N
BELIEF GAS,2022,19,내항,입항,"3,203",2022-10-10 18:10,2022-10-11 15:30,3부두 02,여수,대산,LPG 운반선,2,Y,N
NEW BRIGHT,2022,12,외항,입항,"8,504",2022-10-10 21:05,2022-10-17 10:40,2부두 03,LIANYUNGANG,울산,석유제품 운반선,11,Y,Y
유성,2022,106,내항,출항,"1,998",2022-10-10 21:15,2022-10-11 21:50,SK2부두 01,호산항,마산,석유제품 운반선,11,Y,N
SUN IRIS,2022,4,외항,입항,"7,294",2022-10-10 23:15,2022-10-11 15:10,SK3부두,SINGAPORE,KOBE,석유제품 운반선,11,Y,N
THEBEN,2022,2,외항,출항,"75,283",2022-10-10 23:35,2022-10-12 22:25,6부두 02,SHANGHAI,FREMANTLE,자동차운반선,20,N,N
THEBEN,2022,2,외항,입항,"75,283",2022-10-10 23:35,2022-10-12 22:25,6부두 02,SHANGHAI,FREMANTLE,자동차운반선,20,N,N
YOUNGSAN GAS,2022,36,외항,입항,999,2022-10-11 00:30,2022-10-11 13:00,가스부두,NIIHAMA,울산,케미칼가스 운반선,23,N,N
GRANDE HALIFAX,2022,1,외항,입항,"62,134",2022-10-11 01:20,2022-10-13 19:45,자동차부두 01,TACOMA,광양,자동차운반선,20,N,N
GRANDE HALIFAX,2022,1,외항,출항,"62,134",2022-10-11 01:20,2022-10-13 19:45,자동차부두 01,TACOMA,광양,자동차운반선,20,N,N
팰러스호,2022,39,내항,출항,"1,734",2022-10-11 02:15,2022-10-12 23:10,4부두 01,대산,대산,석유제품 운반선,11,N,N
금창골드호,2022,49,내항,출항,337,2022-10-11 02:40,2022-10-11 22:25,SK2부두 01,기타항,기타항,석유제품 운반선,11,Y,N
스카이스타,2022,71,내항,출항,549,2022-10-11 03:05,2022-10-11 09:40,SK2부두 02,여수,부산,원유운반선,18,Y,N
부양에이스,2022,43,내항,출항,415,2022-10-11 04:10,2022-10-11 09:55,SK2부두 01,기타항,부산,석유제품 운반선,11,Y,N
103동성호,2022,85,내항,출항,498,2022-10-11 05:15,2022-10-11 13:05,SK2부두 01,부산,부산,석유제품 운반선,11,Y,N
금창호,2022,94,내항,입항,999,2022-10-11 06:45,2022-10-12 01:30,SK1부두 11,여수,여수,석유제품 운반선,11,Y,N
SPRING EURO,2022,37,외항,입항,"2,579",2022-10-11 07:10,2022-10-12 05:30,4부두 01,TOMAKOMAI,MINAMATA,케미칼 운반선,22,Y,N
SPRING EURO,2022,37,외항,출항,"2,579",2022-10-11 07:10,2022-10-12 05:30,4부두 01,TOMAKOMAI,MINAMATA,케미칼 운반선,22,N,N
KEUM YANG  PRIME,2022,1,내항,입항,"4,713",2022-10-11 07:18,2022-10-12 12:10,염포부두 01,부산,평택.당진,일반화물선,19,N,N
KEUM YANG  PRIME,2022,1,내항,출항,"4,713",2022-10-11 07:18,2022-10-12 12:10,염포부두 01,부산,평택.당진,일반화물선,19,N,N
오성호,2022,46,내항,출항,999,2022-10-11 07:40,2022-10-11 18:20,SK2부두 02,부산,부산,석유제품 운반선,11,Y,N
G. WISDOM,2022,34,내항,출항,788,2022-10-11 08:00,2022-10-11 18:00,가스부두,제주,제주,LPG 운반선,2,N,N
제8우진호,2022,5,내항,입항,297,2022-10-11 08:25,2022-10-11 12:00,자동차부두 01,부산,부산,석유제품 운반선,11,N,N
제8우진호,2022,5,내항,출항,297,2022-10-11 08:25,2022-10-11 12:00,자동차부두 01,부산,부산,석유제품 운반선,11,N,N
BLACK DRAGON,2022,26,외항,입항,"2,106",2022-10-11 08:35,2022-10-12 00:10,SK1부두 12,CHIBA,SODEGAURA,석유제품 운반선,11,N,N
대천에이스,2022,58,내항,출항,749,2022-10-11 10:00,2022-10-14 18:25,SK1부두 11,여수,부산,석유제품 운반선,11,Y,N
KEOYOUNG STAR,2022,21,외항,출항,"1,530",2022-10-11 10:10,2022-10-13 04:40,3부두 02,TIANJIN PT,SHIMOTSU,케미칼 운반선,22,Y,N
ORIENTAL DIAMOND,2022,7,내항,출항,"30,110",2022-10-11 10:12,2022-10-13 08:05,SK7부두,인천,인천,석유제품 운반선,11,Y,N
12청경호,2022,38,내항,출항,320,2022-10-11 11:00,2022-10-12 01:45,SK2부두 01,부산,부산,석유제품 운반선,11,Y,N
